year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,tradeActivePairShare,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90,stabilityMean,stabilityP10,legitimacyMean,legitimacyP10,lowStabilityPopShare,lowLegitimacyPopShare
-5000,13980314.000000,0.024881,114872.000000,300.000000,0.000000,0.000779,0.001111,0.000000,0.000000,0.000000,3,1.000000,1.000000,0.000010,0.000000,0.981990,0.951000,0.704557,0.702000,0.000000,0.000000
-4990,15129886.000000,0.028217,119450.000000,307.000000,0.000000,0.005509,0.002525,0.000000,0.000000,0.000000,12,0.949938,0.780200,0.000000,0.000000,0.996546,0.998000,0.743216,0.681000,0.000000,0.000000
-4980,16247305.000000,0.028527,123847.000000,314.000000,0.000000,0.008209,0.001818,0.000000,0.000000,0.000000,12,0.960464,0.805200,0.000000,0.000000,0.970577,0.950000,0.740227,0.631600,0.000000,0.000000
-4970,17159868.000000,0.028542,132080.000000,307.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0.967071,0.829300,0.000000,0.000000,0.951255,0.925000,0.717122,0.526100,0.000000,0.000660
-4960,17937488.000000,0.028476,139541.500000,307.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23,0.973480,0.850800,0.000000,0.000000,0.888700,0.605000,0.680820,0.314400,0.010137,0.010137
-4950,18628713.000000,0.028271,125506.500000,285.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38,0.974481,0.882000,0.000019,0.000000,0.829000,0.384900,0.645654,0.259900,0.020570,0.025324
-4940,19254581.000000,0.028404,117558.000000,285.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39,0.975390,0.866600,0.000029,0.000000,0.765438,0.056800,0.597210,0.016400,0.040712,0.057969
-4930,19834986.000000,0.028118,119118.000000,285.000000,0.000000,0.004993,0.001904,0.000000,0.000000,0.000000,39,0.975181,0.874000,0.000000,0.000000,0.722781,0.008000,0.552429,0.013000,0.070182,0.120442
-4920,20381021.000000,0.028054,119035.000000,283.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40,0.972953,0.856000,0.000000,0.000000,0.656943,0.005500,0.522434,0.011500,0.071657,0.140873
-4910,20895940.000000,0.027906,126805.000000,275.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42,0.972463,0.852400,0.000019,0.000000,0.594370,0.007000,0.478176,0.011000,0.146309,0.182965
-4900,21405090.000000,0.028166,112637.000000,268.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48,0.975053,0.854200,0.000000,0.000000,0.551186,0.000800,0.458991,0.011000,0.153496,0.175377
-4890,21743581.000000,0.027433,112110.000000,268.000000,0.000000,0.005737,0.001253,0.000000,0.000000,0.000000,61,0.968788,0.865000,0.000009,0.000000,0.537204,0.006200,0.435513,0.011000,0.167722,0.190997
-4880,22248390.000000,0.028110,110542.000000,268.000000,0.000000,0.005064,0.001400,0.000000,0.000000,0.000000,61,0.971142,0.872200,0.000000,0.000000,0.516699,0.000000,0.421965,0.011000,0.163281,0.195005
-4870,22809265.000000,0.028554,109429.000000,268.000000,0.763359,0.004859,0.001547,0.000000,0.000000,0.000000,61,0.975735,0.889200,0.000018,0.000000,0.507956,0.007000,0.415301,0.011000,0.176000,0.187402
